claim_id,age,policy_tenure_years,claim_amount,annual_premium,num_claims_history,days_to_report,incident_severity,insurance_type,incident_type,police_report_filed,witnesses,vehicle_age_years,deductible_amount,customer_region,fraud_flag
CLM101505,61,15.4,34500.17,6731.77,4,20,Major,Life,Theft,0,3,7,2000,South,0
CLM101506,39,10.1,25528.68,7721.79,7,4,Moderate,Property,Accident,1,4,8,500,South,0
CLM101507,70,17.7,16188.76,7513.16,5,74,Major,Property,Natural,1,1,4,500,North,0
CLM101508,47,8.2,33495.57,1723.46,9,8,Moderate,Health,Accident,1,3,2,500,West,0
CLM101509,67,5.7,18019.9,606.43,8,10,Total Loss,Health,Accident,1,3,11,500,North,0
CLM101510,60,7.3,55256.21758882117,3788.51,10,86,Major,Health,Natural,0,1,2,1000,South,1
CLM101511,47,14.4,13444.07,5966.63,9,62,Major,Auto,Accident,0,1,18,500,South,0
CLM101512,25,11.3,24617.478561358093,7830.91,13,38,Moderate,Health,Fire,0,4,15,2500,North,1
CLM101513,51,18.1,20315.6,6375.67,7,73,Total Loss,Property,Fire,1,1,15,2000,North,0
CLM101514,74,12.2,1298.29,4854.12,2,18,Major,Health,Fire,1,1,0,2000,Central,0
CLM101515,64,10.1,18586.03,697.65,13,15,Total Loss,Property,Theft,1,4,16,2500,Central,0
CLM101516,26,15.8,41889.75,6691.56,5,55,Total Loss,Property,Medical,1,3,19,500,South,0
CLM101517,68,19.0,52902.3165884287,1828.59,8,89,Major,Property,Accident,1,1,2,2000,North,1
CLM101518,37,7.4,1562.32,917.05,0,77,Minor,Health,Medical,1,2,16,1000,Central,0
CLM101519,57,5.4,15722.847626163919,6877.69,10,47,Moderate,Health,Fire,1,0,16,2000,East,1
CLM101520,42,12.5,25877.95,4746.88,3,6,Major,Life,Natural,1,1,15,2500,North,0
CLM101521,36,10.2,112489.27390027061,1464.14,14,42,Total Loss,Health,Fire,0,1,5,2000,West,1
CLM101522,22,19.8,7934.42,3399.07,13,23,Moderate,Health,Accident,0,0,17,2500,East,0
CLM101523,28,9.5,28601.08,1141.56,4,21,Major,Health,Medical,0,2,13,500,East,0
CLM101524,32,1.9,30905.55,5285.08,2,46,Moderate,Auto,Medical,0,3,19,2000,North,0
CLM101525,25,19.6,2973.62,2618.2,3,29,Moderate,Health,Theft,0,2,7,2500,South,0
CLM101526,36,16.9,29041.45,6995.71,12,59,Total Loss,Auto,Natural,1,0,18,1000,West,0
CLM101527,40,4.0,6878.98,3183.47,8,38,Minor,Property,Fire,0,1,8,1000,Central,0
CLM101528,44,18.1,29057.157788629847,4209.75,20,42,Minor,Property,Natural,1,3,17,1500,Central,1
CLM101529,57,7.1,12614.13,976.43,6,25,Moderate,Property,Accident,1,2,0,2000,South,0
CLM101530,49,7.9,17317.48,2566.94,7,48,Total Loss,Property,Theft,1,2,16,500,West,0
CLM101531,43,18.2,21232.94,5575.75,2,68,Total Loss,Auto,Fire,0,3,3,1500,West,0
CLM101532,44,10.8,9720.9,6021.97,14,41,Major,Auto,Accident,1,2,15,2000,East,0
CLM101533,36,3.2,33880.53,2321.16,2,5,Moderate,Property,Natural,1,0,11,1000,East,0
CLM101534,67,7.7,25871.42,4278.65,14,52,Major,Health,Theft,0,3,12,500,West,0
CLM101535,59,14.6,24086.17,6631.48,13,33,Total Loss,Property,Fire,1,0,1,1000,North,0
CLM101536,46,3.9,10194.17,3349.33,6,68,Moderate,Property,Natural,1,3,11,2000,North,0
CLM101537,56,12.0,1574.45,1503.28,7,9,Minor,Auto,Fire,0,0,9,500,North,0
CLM101538,58,14.1,11166.68,3739.03,13,27,Minor,Property,Theft,0,1,14,500,West,0
CLM101539,50,7.2,35307.4,5004.71,4,2,Major,Auto,Theft,1,1,4,1500,Central,0
CLM101540,36,14.0,4169.15,555.49,0,76,Moderate,Life,Natural,1,2,0,500,North,0
CLM101541,54,17.7,61762.79,3114.26,2,47,Total Loss,Auto,Fire,1,3,7,2000,Central,0
CLM101542,36,9.7,25729.75,5055.77,4,65,Major,Property,Medical,1,3,17,2500,North,0
CLM101543,50,8.0,19559.31,7639.34,2,34,Minor,Health,Accident,1,0,5,2500,West,0
CLM101544,64,5.4,51007.31528570923,3564.12,20,72,Total Loss,Auto,Theft,1,2,0,500,North,1
CLM101545,33,12.3,14265.56,1722.29,13,61,Moderate,Auto,Fire,1,2,13,2500,Central,0
CLM101546,40,17.7,34879.560737168096,4506.64,3,86,Minor,Auto,Natural,0,3,9,2000,South,1
CLM101547,24,6.8,9220.27,2643.14,6,46,Total Loss,Property,Natural,0,1,3,1500,Central,0
CLM101548,43,8.2,28992.86,2110.85,0,53,Minor,Property,Theft,0,3,17,1000,South,0
CLM101549,49,8.4,18877.99,4928.02,9,27,Moderate,Auto,Theft,0,3,18,1000,Central,0
CLM101550,29,11.4,40778.588064061354,7369.13,17,55,Major,Health,Medical,1,4,7,2000,North,1
CLM101551,25,5.0,24588.45,6764.18,5,86,Total Loss,Property,Natural,1,0,11,1500,North,0
CLM101552,22,16.5,4081.784147885849,1867.19,10,73,Total Loss,Health,Fire,1,0,9,2000,Central,1
CLM101553,59,6.3,4900.90963602325,6244.1,15,53,Moderate,Life,Accident,1,4,12,500,North,1
CLM101554,45,14.3,25215.69,2224.01,6,1,Minor,Health,Accident,1,2,6,1500,North,0
CLM101555,70,10.5,5504.1,2680.26,11,15,Minor,Property,Medical,1,0,16,2500,West,0
CLM101556,22,11.9,14083.02,7400.39,10,15,Minor,Auto,Fire,1,2,11,500,East,0
CLM101557,66,4.0,9797.01,7332.88,0,50,Total Loss,Life,Accident,1,1,5,2500,East,0
CLM101558,43,14.8,2324.651831391278,1764.73,15,83,Total Loss,Health,Accident,1,2,6,500,Central,1
CLM101559,22,4.2,3717.9249912161595,981.44,5,67,Minor,Auto,Fire,1,0,12,500,East,1
CLM101560,39,2.7,27327.82,2698.39,11,19,Total Loss,Life,Fire,0,2,13,500,South,0
CLM101561,32,11.2,15035.07,4863.31,8,32,Major,Health,Theft,1,1,12,500,Central,0
CLM101562,30,14.3,12130.12,7076.69,1,85,Moderate,Auto,Accident,1,4,5,1500,Central,0
CLM101563,45,1.5,44330.66,1391.28,13,7,Moderate,Life,Accident,0,0,18,1500,South,0
CLM101564,50,1.9,10206.735790746927,3612.19,6,43,Total Loss,Property,Medical,1,1,12,500,East,1
CLM101565,60,16.2,5475.5,2538.12,2,52,Major,Health,Theft,0,3,8,2000,South,0
CLM101566,40,16.3,22204.31,611.97,11,63,Major,Health,Theft,0,4,10,500,North,0
CLM101567,50,5.3,23390.51,6413.35,11,57,Minor,Life,Accident,0,4,9,500,Central,0
CLM101568,60,12.5,8785.32,6599.63,12,36,Moderate,Health,Natural,0,0,2,2000,West,0
CLM101569,35,9.1,46232.42,2159.22,4,83,Moderate,Auto,Natural,0,1,18,2000,South,0
CLM101570,67,12.8,42771.03,1634.3,6,11,Moderate,Health,Fire,1,3,6,500,Central,0
CLM101571,70,17.3,1187.31,1584.21,0,83,Total Loss,Health,Theft,0,1,4,1000,Central,0
CLM101572,47,2.1,3837.07,3979.6,2,83,Major,Auto,Accident,0,2,14,1000,South,0
CLM101573,43,15.7,44744.07926623186,2348.72,16,36,Minor,Auto,Accident,1,0,1,2000,West,1
CLM101574,33,10.1,7124.41,4335.17,12,30,Total Loss,Property,Accident,1,2,10,500,Central,0
CLM101575,30,11.5,2504.98,3386.39,5,85,Minor,Auto,Medical,0,2,5,2500,North,0
CLM101576,56,13.3,24056.7,2081.68,6,78,Total Loss,Health,Natural,1,4,4,2500,North,0
CLM101577,50,18.5,10093.08,6133.94,9,37,Moderate,Life,Medical,0,4,19,500,North,0
CLM101578,43,1.6,11171.24,1627.73,2,36,Minor,Health,Accident,1,2,6,500,West,0
CLM101579,65,1.1,4093.73,6491.77,3,74,Major,Property,Accident,1,1,3,500,East,0
CLM101580,18,4.0,17221.68,4710.85,5,13,Major,Life,Theft,0,0,4,2500,North,0
CLM101581,66,19.7,13019.05,6740.28,4,74,Total Loss,Property,Theft,1,0,4,2500,South,0
CLM101582,55,14.4,4472.8,535.69,10,72,Moderate,Health,Natural,0,1,9,2000,East,0
CLM101583,19,12.5,7240.27,6118.91,8,23,Total Loss,Auto,Fire,1,2,17,1500,South,0
CLM101584,66,1.4,42357.82089887507,886.37,17,38,Minor,Life,Accident,1,0,1,2000,West,1
CLM101585,23,17.6,39828.48,7625.74,11,37,Major,Health,Theft,0,4,14,2000,North,0
CLM101586,63,16.3,38956.66,5770.55,0,42,Major,Life,Natural,0,3,8,1000,Central,0
CLM101587,67,13.5,6093.18,2901.29,14,36,Major,Property,Medical,1,4,1,2000,North,0
CLM101588,55,7.1,20955.57,2898.88,12,41,Major,Health,Accident,1,1,2,2000,West,0
CLM101589,59,1.9,23409.47,6961.19,4,31,Minor,Life,Fire,0,3,19,2000,North,0
CLM101590,41,11.8,25818.34,7271.3,10,83,Major,Health,Natural,0,0,1,2000,North,0
CLM101591,35,14.5,26360.228772587696,7186.8,5,28,Total Loss,Health,Fire,1,0,1,1500,North,1
CLM101592,44,2.3,1158.45,6565.55,7,3,Major,Property,Accident,1,3,18,1000,West,0
CLM101593,58,12.9,22511.88,6642.74,6,23,Minor,Property,Natural,0,0,13,2500,North,0
CLM101594,25,6.1,2690.77,4795.76,4,9,Moderate,Property,Theft,1,3,17,500,Central,0
CLM101595,45,15.4,2864.27,711.73,5,15,Moderate,Auto,Fire,1,2,0,2500,Central,0
CLM101596,27,11.0,14956.79,1150.8,3,38,Major,Life,Medical,1,1,6,1000,East,0
CLM101597,34,3.0,62584.59,5371.65,8,17,Moderate,Property,Medical,1,4,7,2000,East,0
CLM101598,72,10.8,5166.76,3508.74,13,24,Minor,Auto,Fire,1,3,11,2500,East,0
CLM101599,46,8.2,44544.68985034139,4754.82,5,22,Major,Auto,Accident,0,3,3,2000,East,1
CLM101600,23,4.0,6428.62,2233.08,1,55,Minor,Life,Accident,1,2,6,1500,Central,0
CLM101601,31,16.9,35348.9,5370.63,6,46,Moderate,Life,Accident,1,4,17,1500,East,0
CLM101602,39,0.7,14503.19,2321.22,12,81,Moderate,Property,Medical,0,2,17,1000,South,0
CLM101603,71,6.6,4488.01,3956.1,1,81,Major,Auto,Medical,1,2,9,2500,West,0
CLM101604,23,0.7,5559.84,4090.4,12,2,Moderate,Life,Theft,1,1,9,1500,West,0
CLM101605,43,2.4,9497.21,1832.51,5,0,Major,Life,Accident,1,0,5,1000,Central,0
CLM101606,56,6.3,2952.37,7071.56,10,32,Major,Life,Medical,1,4,11,1000,West,0
CLM101607,29,1.6,5999.701036921782,4443.66,14,90,Total Loss,Life,Medical,1,2,9,1000,West,1
CLM101608,52,12.1,18094.39,7000.88,2,73,Total Loss,Auto,Accident,1,0,12,2500,North,0
CLM101609,31,2.2,8842.59,2469.02,2,58,Total Loss,Health,Accident,1,0,11,2500,East,0
CLM101610,39,14.2,41323.57908905556,1792.52,5,90,Minor,Life,Medical,1,0,18,1000,East,1
CLM101611,68,1.5,2748.99,635.12,0,31,Moderate,Auto,Fire,1,0,0,500,North,0
CLM101612,40,1.7,15118.96,1203.98,8,86,Moderate,Life,Medical,1,1,0,2500,Central,0
CLM101613,65,6.5,9786.11,1606.03,4,16,Total Loss,Auto,Theft,0,1,10,2500,South,0
CLM101614,24,18.0,1896.23,1091.42,8,77,Major,Property,Natural,1,2,17,500,Central,0
CLM101615,57,13.0,12805.34,7226.59,4,16,Major,Health,Accident,0,0,1,2500,South,0
CLM101616,67,15.5,5341.408504651162,7335.79,8,90,Major,Auto,Theft,1,2,5,2500,South,1
CLM101617,42,3.3,27379.49,7530.22,0,20,Major,Auto,Fire,0,3,15,1500,North,0
CLM101618,30,16.8,15993.35,7698.96,8,54,Minor,Auto,Natural,1,1,0,500,Central,0
CLM101619,38,0.7,13211.68,4188.76,0,5,Moderate,Life,Medical,1,1,8,1500,East,0
CLM101620,58,4.7,3148.86,4475.18,14,83,Total Loss,Property,Accident,1,4,14,500,Central,0
CLM101621,27,12.5,6083.73,1481.23,3,48,Minor,Life,Medical,0,3,15,500,Central,0
CLM101622,70,7.8,11184.99,1527.89,6,83,Moderate,Property,Theft,0,1,13,500,South,0
CLM101623,72,19.7,39256.2676091022,6295.67,16,64,Minor,Health,Accident,1,0,6,2500,South,1
CLM101624,26,1.1,4035.98,6917.97,14,31,Major,Life,Medical,1,0,0,1000,East,0
CLM101625,32,20.0,1133.59,6385.36,11,71,Minor,Auto,Accident,0,0,15,2000,East,0
CLM101626,69,12.7,7341.31,6759.32,8,43,Minor,Health,Theft,1,2,8,1000,South,0
CLM101627,19,11.4,10891.96,2574.28,0,58,Major,Life,Medical,0,1,10,2500,Central,0
CLM101628,42,1.7,4058.08,3995.49,11,28,Major,Property,Natural,1,2,9,2500,South,0
CLM101629,30,5.8,11164.0,3944.0,13,16,Total Loss,Life,Fire,1,1,10,2000,West,0
CLM101630,51,18.5,7198.36,7964.63,12,17,Total Loss,Life,Medical,0,4,5,2500,West,0
CLM101631,68,7.4,10107.01,7618.84,10,39,Moderate,Auto,Accident,0,2,1,500,South,0
CLM101632,51,13.4,7403.19,4988.65,14,62,Total Loss,Auto,Medical,1,1,17,1500,East,0
CLM101633,52,20.0,15851.8,1534.8,12,81,Total Loss,Health,Accident,0,4,11,1500,South,0
CLM101634,55,5.6,3519.7580119213685,2439.47,12,90,Moderate,Auto,Theft,1,1,13,500,Central,1
CLM101635,20,11.7,3811.31,3228.21,10,44,Minor,Life,Fire,1,3,7,1000,West,0
CLM101636,59,14.1,9504.35,7049.09,9,75,Minor,Life,Accident,0,2,3,1500,North,0
CLM101637,73,3.7,7607.76,1779.74,10,78,Minor,Property,Medical,1,0,17,500,East,0
CLM101638,23,3.4,17220.586875097437,2148.1,21,90,Major,Life,Theft,0,4,12,1000,North,1
CLM101639,72,9.4,70639.3111821238,3120.39,7,35,Moderate,Health,Natural,0,4,13,1500,East,1
CLM101640,65,8.0,33617.06,7451.83,2,2,Minor,Health,Medical,1,0,19,500,North,0
CLM101641,66,14.4,9534.843638740407,4278.59,12,55,Total Loss,Auto,Fire,1,4,14,1500,North,1
CLM101642,36,1.9,28154.14,5351.27,1,72,Total Loss,Property,Theft,1,0,19,1500,South,0
CLM101643,20,19.5,10209.21,3404.17,0,39,Total Loss,Life,Medical,0,0,18,1500,East,0
CLM101644,35,0.8,5799.37,1913.92,14,67,Moderate,Auto,Accident,1,1,13,2000,West,0
CLM101645,56,12.2,64458.72,2171.0,1,53,Moderate,Life,Accident,1,2,11,1000,North,0
CLM101646,26,11.5,27127.56,6520.03,11,19,Total Loss,Health,Accident,1,3,14,1500,South,0
CLM101647,69,3.1,211049.25984602264,7201.12,18,51,Major,Health,Medical,1,4,5,500,Central,1
CLM101648,29,3.4,3762.28,4198.07,3,4,Major,Property,Fire,0,1,18,2000,East,0
CLM101649,22,16.0,3329.52,3177.46,5,38,Minor,Life,Accident,1,3,1,2500,East,0
CLM101650,20,17.8,11498.89,6558.76,11,39,Minor,Life,Medical,1,3,5,2500,West,0
CLM101651,28,6.0,16268.36,5548.21,4,6,Minor,Health,Medical,0,4,10,1000,North,0
CLM101652,74,9.0,3814.11,806.55,13,71,Minor,Property,Fire,1,4,0,500,South,0
CLM101653,47,7.4,30537.91,3130.56,3,32,Minor,Auto,Theft,0,1,8,2000,North,0
CLM101654,21,1.9,12389.74,5616.3,7,36,Moderate,Property,Theft,1,4,12,500,South,0
CLM101655,22,13.6,16139.176797821538,4802.6,15,60,Moderate,Auto,Medical,1,3,8,2000,West,1
CLM101656,18,16.6,14821.57,7835.5,6,42,Major,Auto,Theft,0,4,14,2000,North,0
CLM101657,44,6.4,16115.97,6995.87,13,62,Major,Health,Natural,0,1,17,2500,Central,0
CLM101658,45,19.8,1655.88,948.04,3,35,Moderate,Auto,Fire,1,1,3,1000,West,0
CLM101659,46,2.0,138093.57,5943.27,9,48,Major,Life,Medical,1,1,3,1000,West,0
CLM101660,35,13.4,7786.45,3022.45,12,24,Total Loss,Health,Theft,1,4,11,500,East,0
CLM101661,29,9.2,1952.77,5615.62,12,65,Major,Property,Theft,0,2,8,2000,South,0
CLM101662,30,9.2,75717.18600867398,5129.18,6,36,Total Loss,Property,Fire,1,1,17,2000,North,1
CLM101663,58,9.4,75467.76,4272.88,11,17,Total Loss,Auto,Accident,0,2,5,1500,South,0
CLM101664,19,5.5,51031.85935505731,6897.12,16,35,Minor,Life,Theft,1,0,16,1000,West,1
CLM101665,54,14.5,85709.25828266726,5815.17,8,36,Major,Property,Fire,1,1,16,2000,North,1
CLM101666,62,14.6,15749.89,7171.66,2,6,Total Loss,Auto,Accident,1,2,12,500,Central,0
CLM101667,33,6.0,94705.61528878428,2612.03,18,47,Major,Property,Medical,0,2,11,2500,South,1
CLM101668,65,16.8,1545.89,3110.96,8,35,Major,Life,Accident,1,3,13,2500,South,0
CLM101669,41,6.7,52522.17548118284,5164.64,17,50,Moderate,Auto,Theft,1,2,7,1000,Central,1
CLM101670,52,14.6,17662.26,7748.48,4,40,Moderate,Life,Medical,1,3,14,1000,West,0
CLM101671,39,2.9,3424.8519764375274,3286.87,18,41,Minor,Auto,Medical,1,2,8,1500,South,1
CLM101672,53,3.8,28916.733716560633,742.2,17,41,Major,Life,Accident,1,2,0,1000,East,1
CLM101673,28,6.7,18955.3085168796,3844.16,16,90,Moderate,Property,Medical,1,0,16,2000,East,1
CLM101674,72,12.1,18642.17,4579.47,1,82,Total Loss,Property,Accident,0,2,9,2000,North,0
CLM101675,63,13.1,2210.53,6507.41,12,16,Total Loss,Life,Accident,1,4,4,2000,Central,0
CLM101676,46,8.2,25542.8,5964.5,14,64,Minor,Property,Accident,1,4,10,2000,West,0
CLM101677,52,2.0,3251.94,7734.97,3,12,Total Loss,Property,Fire,0,4,2,1500,East,0
CLM101678,65,7.8,9136.41,6370.12,11,35,Major,Auto,Theft,0,0,1,1000,North,0
CLM101679,71,13.9,32965.82,2739.71,3,57,Total Loss,Life,Medical,1,2,3,1000,North,0
CLM101680,32,13.6,13332.84,5310.35,4,19,Minor,Auto,Natural,0,0,1,1000,South,0
CLM101681,48,3.6,13995.664786888387,5541.81,9,67,Minor,Property,Theft,1,2,0,1500,West,1
CLM101682,59,0.7,1741.04,7985.15,4,5,Total Loss,Property,Natural,1,3,8,1500,East,0
CLM101683,58,15.2,34448.51460825604,1540.53,6,34,Major,Health,Accident,0,0,2,2000,Central,1
CLM101684,60,2.6,65628.04,1934.94,1,41,Moderate,Life,Medical,0,4,5,1500,South,0
CLM101685,33,2.1,109416.63967936962,1666.35,20,45,Major,Life,Theft,0,4,13,1500,East,1
CLM101686,27,0.6,43926.90107414795,4917.95,9,24,Major,Auto,Natural,0,4,0,500,North,1
CLM101687,66,8.9,2668.88,1514.76,2,31,Major,Life,Natural,0,2,11,2000,Central,0
CLM101688,49,10.3,5105.51,5420.06,9,45,Total Loss,Auto,Natural,1,2,15,2000,North,0
CLM101689,68,12.9,4102.58,6528.31,5,16,Moderate,Property,Theft,1,0,19,500,South,0
CLM101690,19,6.3,7588.31,3745.95,8,74,Major,Health,Fire,0,1,18,1000,Central,0
CLM101691,41,14.4,5028.34,4705.14,9,26,Moderate,Property,Accident,0,2,17,500,Central,0
CLM101692,40,3.8,5204.43,7345.42,0,67,Minor,Auto,Medical,1,1,13,500,South,0
CLM101693,19,16.7,15385.23,4771.74,5,22,Moderate,Auto,Natural,1,1,2,500,North,0
CLM101694,55,11.7,6756.35,2064.54,8,86,Total Loss,Health,Theft,1,2,13,1500,Central,0
CLM101695,48,11.9,17959.11,3073.95,3,33,Minor,Property,Natural,0,0,16,500,West,0
CLM101696,68,4.6,45315.88,4473.84,9,20,Minor,Life,Theft,1,1,12,2500,West,0
CLM101697,57,1.9,16261.48,1661.73,2,21,Major,Health,Fire,0,0,0,500,North,0
CLM101698,43,9.6,45991.51564641834,5093.9,14,83,Moderate,Life,Natural,1,0,7,1000,Central,1
CLM101699,46,12.5,21889.54,7994.35,5,31,Minor,Property,Natural,1,2,1,1000,North,0
CLM101700,20,2.4,18672.76353091063,5394.01,9,90,Minor,Health,Medical,1,1,18,1000,West,1
CLM101701,31,19.0,1226.06,3293.08,12,27,Moderate,Property,Theft,1,0,14,500,Central,0
CLM101702,42,19.6,1849.32,2988.1,1,81,Moderate,Property,Theft,1,1,13,2000,Central,0
CLM101703,65,11.1,5970.54,7487.02,14,6,Minor,Life,Fire,1,0,13,1000,North,0
CLM101704,18,19.0,18545.66,7036.36,4,53,Minor,Life,Natural,0,2,17,500,Central,0
CLM101705,70,4.0,36576.32,4042.69,0,69,Moderate,Life,Medical,1,0,14,1000,North,0
CLM101706,20,1.0,48839.12,3150.61,12,13,Total Loss,Property,Accident,0,2,9,1500,East,0
CLM101707,71,1.3,1392.83,5828.48,8,54,Moderate,Auto,Medical,1,2,17,1500,East,0
CLM101708,43,12.0,70209.0,2858.77,8,57,Total Loss,Property,Medical,0,1,19,500,West,0
CLM101709,35,1.7,6840.12,1395.52,2,43,Minor,Auto,Medical,0,1,3,1000,West,0
CLM101710,26,19.2,28768.46,2826.14,4,45,Major,Health,Medical,1,1,6,1000,South,0
CLM101711,55,3.3,3982.17,3757.22,14,13,Moderate,Life,Natural,1,3,1,2500,East,0
CLM101712,40,6.4,1974.45,2415.59,2,43,Minor,Life,Medical,0,1,8,1000,East,0
CLM101713,38,16.5,8130.8,2126.1,6,40,Minor,Property,Theft,1,1,3,2000,South,0
CLM101714,74,4.8,30377.0,546.05,12,72,Major,Auto,Theft,1,0,11,1500,North,0
CLM101715,18,5.2,12049.223500499373,5231.32,19,19,Moderate,Health,Medical,1,3,9,1000,East,1
CLM101716,38,13.0,3507.78,5108.37,0,81,Minor,Property,Theft,1,3,10,2000,East,0
CLM101717,44,5.9,37086.61,1910.19,14,4,Total Loss,Health,Natural,0,0,0,500,West,0
CLM101718,59,4.7,106803.63928459697,7577.38,8,90,Major,Auto,Accident,0,1,12,1500,South,1
CLM101719,23,5.5,1189.41,3571.78,5,86,Total Loss,Life,Medical,1,4,6,500,South,0
CLM101720,72,10.1,20498.21,691.1,13,11,Moderate,Life,Theft,1,2,5,1000,West,0
CLM101721,61,19.3,6548.74,2148.29,10,77,Total Loss,Auto,Theft,1,3,8,500,East,0
CLM101722,53,16.7,8042.96,5690.51,11,76,Major,Life,Natural,1,0,17,1500,Central,0
CLM101723,45,6.0,10497.81,2012.15,13,46,Minor,Property,Natural,0,4,2,500,South,0
CLM101724,62,7.6,9347.57,904.34,6,78,Major,Auto,Accident,1,2,12,500,East,0
CLM101725,34,9.6,11853.29,5132.8,2,34,Minor,Life,Fire,0,4,2,500,North,0
CLM101726,57,19.6,14097.09,4387.66,6,18,Minor,Auto,Fire,1,1,12,2000,South,0
CLM101727,69,3.9,25046.51390671513,6209.49,6,90,Total Loss,Health,Fire,0,0,5,2000,West,1
CLM101728,20,7.5,32437.867912777278,6294.74,13,77,Major,Property,Accident,1,2,17,1000,South,1
CLM101729,29,14.7,20019.76,7699.51,10,7,Major,Property,Medical,0,2,1,500,West,0
CLM101730,56,19.3,9706.9,927.63,13,22,Minor,Property,Fire,1,1,19,2000,North,0
CLM101731,29,3.5,3305.37,792.42,5,12,Major,Life,Fire,1,1,16,1500,East,0
CLM101732,19,4.9,16351.41,7903.98,4,22,Moderate,Health,Theft,1,1,0,1500,West,0
CLM101733,73,4.9,23239.22,5336.36,3,30,Moderate,Life,Theft,1,0,16,500,West,0
CLM101734,63,0.9,16246.2,5865.28,5,29,Total Loss,Life,Medical,1,3,4,1000,North,0
CLM101735,39,12.3,29834.053799603196,1223.62,15,64,Total Loss,Auto,Natural,1,4,8,2000,Central,1
CLM101736,40,13.6,4909.02,1023.6,11,1,Major,Property,Accident,0,0,3,2000,South,0
CLM101737,47,12.2,16540.35,1701.9,2,10,Total Loss,Life,Fire,1,0,13,2000,Central,0
CLM101738,22,1.9,7116.28,3703.97,2,24,Major,Property,Accident,1,4,7,1000,South,0
CLM101739,26,1.8,38803.44,1326.32,4,28,Total Loss,Health,Theft,0,2,12,2500,North,0
CLM101740,38,4.6,48216.54099289406,3847.5,12,40,Moderate,Health,Accident,1,4,5,2000,North,1
CLM101741,28,6.2,5889.69,4711.52,4,18,Minor,Property,Theft,0,1,13,500,Central,0
CLM101742,22,15.8,10606.24,502.5,8,72,Minor,Property,Accident,0,2,8,2000,North,0
CLM101743,52,3.6,29118.77,1356.84,14,40,Moderate,Health,Theft,1,0,16,2000,East,0
CLM101744,44,1.4,7129.99,3313.96,3,37,Minor,Health,Accident,1,4,6,2500,Central,0
CLM101745,66,8.2,12180.53,899.97,4,28,Major,Life,Fire,1,0,8,500,West,0
CLM101746,19,8.6,18076.05,1501.47,11,73,Major,Health,Fire,1,0,14,500,West,0
CLM101747,41,9.3,22068.67,2238.47,8,21,Moderate,Life,Medical,1,4,9,500,North,0
CLM101748,48,16.6,3865.45,3722.01,3,87,Moderate,Health,Accident,1,0,13,2000,North,0
CLM101749,50,2.4,13491.39,5861.28,12,7,Moderate,Life,Natural,1,3,15,2000,South,0
CLM101750,56,14.2,37490.39,1495.16,14,46,Moderate,Auto,Medical,1,3,1,1500,Central,0
CLM101751,47,7.1,52799.89,6034.69,14,5,Minor,Auto,Accident,0,0,3,2500,Central,0
CLM101752,63,6.5,17013.03,6912.96,2,6,Minor,Life,Natural,1,2,14,500,East,0
CLM101753,54,18.7,62712.83,5386.09,6,83,Minor,Property,Fire,0,2,10,500,West,0
CLM101754,68,5.3,40227.77074472674,827.94,13,90,Major,Auto,Fire,1,2,10,1500,West,1
CLM101755,45,13.0,20989.93891497434,3804.9,10,61,Total Loss,Health,Fire,1,2,12,2000,East,1
CLM101756,48,5.9,19566.552765682078,5450.5,9,18,Major,Property,Natural,1,3,15,1500,South,1
CLM101757,28,10.4,2844.59,7838.85,3,76,Total Loss,Health,Theft,1,2,8,1500,East,0
CLM101758,40,15.8,8705.34,7638.56,13,87,Moderate,Auto,Accident,1,4,1,2000,South,0
CLM101759,74,17.7,10198.55,3467.77,13,45,Moderate,Health,Medical,1,2,1,1000,South,0
CLM101760,19,16.9,29320.2,5119.48,8,63,Minor,Life,Medical,1,4,4,2500,South,0
CLM101761,57,11.9,50203.05147057205,7181.11,16,65,Minor,Property,Fire,1,3,4,1000,North,1
CLM101762,58,5.4,14797.95,6732.85,6,22,Total Loss,Auto,Theft,0,4,4,1000,North,0
CLM101763,44,13.4,7399.04,4095.66,2,60,Total Loss,Property,Accident,1,4,13,2500,South,0
CLM101764,52,14.3,4106.0,2459.31,14,80,Minor,Life,Accident,1,0,5,1000,East,0
CLM101765,19,0.7,7410.26,1528.25,12,49,Moderate,Auto,Medical,1,4,15,2000,East,0
CLM101766,56,9.1,18082.33,4159.85,8,45,Minor,Health,Medical,1,0,15,1000,East,0
CLM101767,54,16.9,5578.28,5921.34,12,87,Moderate,Property,Medical,0,2,7,1000,North,0
CLM101768,38,10.0,9350.08,7773.27,4,42,Moderate,Auto,Accident,1,4,4,1000,South,0
CLM101769,22,6.6,8335.23,6963.61,3,9,Major,Auto,Medical,1,4,12,2000,West,0
CLM101770,69,17.5,22760.26,2031.81,0,19,Major,Life,Accident,1,1,2,1500,East,0
CLM101771,62,3.5,33284.97,5898.34,8,15,Total Loss,Auto,Fire,1,2,8,500,North,0
CLM101772,38,4.5,35026.39107977639,2668.26,12,88,Moderate,Auto,Theft,0,4,3,2500,Central,1
CLM101773,46,13.9,12954.454178126436,5626.04,17,38,Minor,Life,Medical,1,4,7,2500,South,1
CLM101774,37,7.4,9515.62,5493.54,1,29,Moderate,Health,Accident,1,1,15,2000,East,0
CLM101775,55,14.4,3320.89,2543.23,12,17,Total Loss,Health,Fire,1,0,10,500,North,0
